,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
14224,44113,18933,32.4,32682,28065,6096,32.19774996038662
14225,44114,5130,32.9,22180,28836,2132,41.55945419103314
14226,44115,7502,23.5,12457,12536,4208,56.091708877632634
14227,44116,20170,46.2,67645,45136,1007,4.992563212692117
14228,44117,10367,46.8,26028,20746,2399,23.14073502459728
14229,44118,39767,34.9,54635,30846,5916,14.876656524253779
14230,44119,12435,41.3,42590,24044,2132,17.14515480498593
14231,44120,36313,39.5,29643,25540,9867,27.17208713133038
14232,44121,33252,37.2,53095,26685,3926,11.80680861301576
14233,44122,34654,45.8,74054,48811,2654,7.658567553529174
14234,44123,16675,40.2,40819,23685,3055,18.320839580209896
14235,44124,37971,44.1,55969,38421,2252,5.930841958336625
14236,44125,28633,40.7,43693,22187,3767,13.156148499982537
14237,44126,16641,41.9,52988,30495,1349,8.10648398533742
14238,44127,4581,37.9,17891,12213,2157,47.08578912901113
14239,44128,29667,42.4,32691,18297,6573,22.15593083223784
14240,44129,29260,38.1,50296,23623,3195,10.919343814080657
14241,44130,50416,44,48212,26547,5304,10.52046969216122
14242,44131,20361,48.3,66845,33940,764,3.752271499435195
14243,44132,14883,34.4,37229,21115,3042,20.439427534771216
14244,44133,30335,43.6,66609,34268,1305,4.301961430690621
14245,44134,37945,43.7,49141,24806,3862,10.177889049940704
14246,44135,28131,39.7,38039,20237,6749,23.99132629483488
14247,44136,25775,42.9,71537,36334,1928,7.480116391852571
14248,44137,23080,40.7,36689,19417,4467,19.354419410745233
14249,44138,21907,42.6,68311,31333,960,4.382160953120008
14250,44139,24154,43.5,96750,46768,938,3.8834147553200298
14251,44140,15550,43.7,83679,43498,608,3.909967845659164
14252,44141,13875,47,89920,49412,347,2.500900900900901
14253,44142,19126,43,49010,23893,1648,8.616542925860086
14254,44143,24044,48.5,60265,34714,1451,6.034769589086674
14255,44144,21654,40.4,41674,22879,3471,16.02937101690219
14256,44145,32552,45.1,76358,46684,1317,4.045834357335955
14257,44146,29676,43.1,41850,23537,3847,12.963337377004986
14258,44147,19331,42.1,76021,37217,1263,6.533547152242512
14259,44149,18894,46,82540,38854,275,1.4554885148724463
14260,44201,6456,47.5,54871,24706,498,7.713754646840148
14261,44202,19598,45,79805,40071,855,4.362690070415349
14262,44203,41346,41,44205,22680,6454,15.609732501330237
14263,44212,43937,39.3,65113,28682,2571,5.851560188451646
14264,44214,2083,40.7,60169,25555,186,8.929428708593376
14265,44215,2288,40.2,51048,25747,193,8.435314685314685
14266,44216,9665,42.3,66565,28818,494,5.111226073460942
14267,44217,4031,39.4,48719,21028,364,9.03001736541801
14268,44221,29875,37.3,45773,23968,3657,12.241004184100419
14269,44223,18266,42.4,58071,31553,1685,9.224789225884157
14270,44224,38443,40.2,63111,32582,3161,8.222563275498791
14271,44230,8161,46.2,51944,28081,461,5.648817546869256
14272,44231,8625,40,49814,22192,1087,12.602898550724637
14273,44233,7714,46.7,78507,37644,194,2.5149079595540575
14274,44234,4234,35.2,56103,24306,341,8.05384978743505
14275,44235,2070,31.9,52069,18959,404,19.516908212560388
14276,44236,25277,43.3,112794,49253,909,3.5961546069549395
14277,44240,41288,27.5,41997,24181,11679,28.28666925014532
14278,44241,16214,37.6,60196,27341,1190,7.339336375971382
14279,44243,4239,19.4,,3285,0,0.0
14280,44250,1163,43.3,34313,20652,93,7.996560619088564
14281,44251,905,52.6,73021,47881,5,0.5524861878453039
14282,44253,3241,46.5,74662,29826,413,12.742980561555076
14283,44254,4809,43.3,47569,22958,638,13.266791432730297
14284,44255,8416,41.6,51950,24615,898,10.670152091254753
14285,44256,62303,40.2,71378,32693,4718,7.5726690528545975
14286,44260,13152,42.4,56798,26052,1534,11.663625304136254
14287,44262,4981,42.8,64628,35059,102,2.04778156996587
14288,44264,2571,47,75134,36924,168,6.534422403733956
14289,44265,0,,,,0,
14290,44266,33702,40.3,48952,22933,5883,17.45593733309596
14291,44270,8784,40.4,49835,25333,880,10.018214936247723
14292,44272,5115,38.1,62083,24053,240,4.69208211143695
14293,44273,6704,44.5,65368,30043,351,5.235680190930788
14294,44274,143,46.4,23472,15656,83,58.04195804195804
14295,44275,3264,39.3,59583,24577,405,12.408088235294118
14296,44276,1879,40.2,52330,24753,254,13.517828632251197
14297,44278,17844,45.8,55360,28370,1794,10.053799596503026
14298,44280,4476,48.2,71929,34967,252,5.630026809651475
14299,44281,30231,40.3,60860,29567,2341,7.743706791042308
14300,44285,68,36.2,,13018,0,0.0
14301,44286,5942,48.4,84179,44236,230,3.8707505890272635
14302,44287,7806,38.4,49839,20342,1464,18.754803996925443
14303,44288,3829,37.5,39653,17979,1102,28.78036040741708
14304,44301,15700,33.1,35821,20217,4496,28.636942675159236
14305,44302,6119,36.1,25500,17517,2538,41.47736558261154
14306,44303,7635,44,48065,34225,1444,18.91290111329404
14307,44304,5611,21,20114,10999,1925,34.30761005168419
14308,44305,21899,37.6,36944,18868,5132,23.4348600392712
14309,44306,22348,32.7,25128,13889,8724,39.03705029532844
14310,44307,5830,42.6,15900,14921,2453,42.075471698113205
14311,44308,735,36.3,8536,9887,432,58.775510204081634
14312,44310,23362,35.6,31668,16762,6004,25.699854464515024
14313,44311,9107,23.3,15945,10106,4951,54.36477434940156
14314,44312,31874,42.9,46260,23540,3663,11.492125243144883
14315,44313,24611,41,48852,31436,3613,14.680427451139733
14316,44314,18950,38.7,34268,17697,4877,25.736147757255935
14317,44319,22616,44.3,54834,29480,1892,8.365758754863814
14318,44320,21228,39.3,31559,18168,5331,25.113058224985867
14319,44321,14933,38.4,75000,39404,662,4.433134668184557
14320,44333,18541,48.2,77530,47435,556,2.998759505959765
14321,44401,2818,47.9,61654,27498,154,5.464868701206529
14322,44402,2924,40.6,56074,22466,125,4.2749658002735975
14323,44403,4003,50.8,40272,24401,385,9.617786660004997
14324,44404,1708,50,48189,21101,338,19.789227166276348
14325,44405,8138,40.5,32835,17781,1766,21.700663553698696
14326,44406,21622,44.3,67320,36541,1270,5.873647211173805
14327,44408,10422,46.2,48480,22758,868,8.328535789675685
14328,44410,17331,46.2,52778,29519,1350,7.789510126363164
14329,44411,2082,41.2,54103,21930,372,17.86743515850144
14330,44412,2620,43.9,58929,29145,230,8.778625954198473
14331,44413,7588,42.3,41274,21337,1286,16.94781233526621
14332,44417,1596,45,55250,24604,245,15.350877192982455
14333,44418,1464,39.3,71667,25389,24,1.639344262295082
14334,44420,15368,41.2,44234,22574,2766,17.99843831337845
14335,44423,2893,38.1,47992,19744,584,20.186657449014863
14336,44425,14675,46.2,43161,24308,1487,10.132879045996592
14337,44427,1510,37.8,51607,18869,179,11.85430463576159
14338,44428,2873,48.7,44082,22167,434,15.106160807518274
14339,44429,2551,46.8,49432,27572,379,14.856918855350843
14340,44430,5520,36,39753,17199,656,11.884057971014492
14341,44431,4597,44.5,42426,21118,563,12.24711768544703
14342,44432,13213,42.7,45636,19245,1227,9.286308938166957
14343,44436,3692,46.7,49435,24627,494,13.380281690140846
14344,44437,4127,40.7,49105,23892,726,17.591470802035378
14345,44438,4443,44.2,30574,17334,988,22.23722709880711
14346,44439,61,34,,,61,100.0
14347,44440,4915,44,56116,27044,504,10.254323499491353
14348,44441,1630,42.6,55625,30360,135,8.282208588957054
14349,44442,4132,48.8,51481,33144,271,6.558567279767667
14350,44443,1945,44,38750,21387,423,21.748071979434446
14351,44444,10489,44.3,43864,22812,1504,14.338831156449613
14352,44445,3175,46.5,46190,25028,379,11.937007874015748
14353,44446,20310,43.9,37428,20627,3916,19.28114229443624
14354,44449,1292,46.5,53413,21798,139,10.758513931888546
14355,44450,2733,38.6,52567,19102,170,6.220270764727406
14356,44451,3146,49,61236,27487,202,6.42085187539733
14357,44452,2861,47.3,37238,20653,390,13.631597343586158
14358,44454,900,46.1,45676,22761,27,3.0
14359,44455,1836,41.6,62625,25213,475,25.871459694989106
14360,44460,26710,42.4,44775,23107,4468,16.72781729689255
14361,44470,3859,45.3,51815,23795,301,7.79994817310184
14362,44471,11024,41.6,37282,19408,2091,18.967706821480405
14363,44473,3769,48.9,43622,26993,640,16.980631467232687
14364,44481,10819,46,48076,23076,1419,13.11581477031149
14365,44483,26047,42,36937,20592,5839,22.417168963796215
14366,44484,23136,43.7,47857,26119,4401,19.022302904564317
14367,44485,15777,37.4,27814,15604,5420,34.35380617354377
14368,44490,814,35.8,34643,18510,238,29.23832923832924
14369,44491,3248,34,57083,19841,411,12.653940886699507
14370,44493,43,,,,0,0.0
14371,44502,10219,34.4,22695,11516,3856,37.73363342792837
14372,44503,914,41.3,10587,9383,229,25.054704595185996
14373,44504,5303,34.3,31132,17931,1177,22.194983971336978
14374,44505,20138,40.6,29777,16502,5714,28.374217896514054
14375,44506,1965,45.4,16185,10689,924,47.02290076335878
14376,44507,5536,37.9,20432,11168,2530,45.70086705202312
14377,44509,12532,39.2,26125,17505,4073,32.500797957229494
14378,44510,2543,35.5,13917,9907,1323,52.025167125442394
14379,44511,19935,45,39966,22525,3133,15.716077251065965
14380,44512,34019,43.6,46577,28733,3755,11.037949381228136
14381,44514,22095,47.2,56379,33374,1759,7.961077166779814
14382,44515,27381,42.8,42678,23338,3327,12.150761476936562
14383,44601,34527,40.4,36595,18897,6580,19.057549164422046
14384,44606,7571,28.2,50354,17290,1075,14.19891691982565
14385,44607,114,51.1,85526,30132,9,7.894736842105263
14386,44608,2638,39.3,52500,23210,233,8.832448824867324
14387,44609,4127,41.5,45958,21281,591,14.320329537194088
14388,44610,298,22.7,50911,16947,0,0.0
14389,44611,1886,43,53638,24031,131,6.945917285259809
14390,44612,5379,42.6,54714,28009,363,6.748466257668712
14391,44613,2247,41.7,39743,21275,293,13.039608366711171
14392,44614,12454,42.3,53766,24762,1051,8.43905572506825
14393,44615,11144,39.9,42314,19469,2000,17.946877243359655
14394,44618,6771,42,53963,25377,603,8.905626938413823
14395,44620,1717,44.3,42425,24070,210,12.230634828188702
14396,44621,4652,40.9,42869,20478,759,16.315563198624247
14397,44622,18427,41.9,45166,24054,2439,13.236012373148098
14398,44624,6179,23.1,54479,15291,666,10.778443113772456
14399,44625,1278,32.6,37228,17362,343,26.838810641627543
14400,44626,2957,46.4,59483,27214,228,7.710517416300305
14401,44627,7799,20.1,45913,12698,1535,19.682010514168482
14402,44628,1026,38.9,43370,17375,218,21.24756335282651
14403,44629,2707,35.9,43545,19101,245,9.050609530845955
14404,44632,10012,40.5,59798,28510,784,7.830603276068717
14405,44633,2816,29.9,56944,20476,128,4.545454545454546
14406,44634,2127,44,53750,23328,97,4.560413728255759
14407,44637,2674,39.7,43698,20883,588,21.98952879581152
14408,44638,1581,44.4,55298,24668,156,9.867172675521822
14409,44640,269,30.1,26894,12729,181,67.28624535315986
14410,44641,20377,44.7,53795,26392,1194,5.859547529076901
14411,44643,3305,44.9,51769,25993,685,20.726172465960666
14412,44644,4683,49.1,45394,26451,747,15.9513132607303
14413,44645,2502,45,62644,29279,89,3.557154276578737
14414,44646,46219,42,46571,25477,6067,13.126636231852702
14415,44647,18850,42.3,44608,22360,2874,15.246684350132625
14416,44651,707,35.9,42917,18320,54,7.637906647807638
14417,44652,0,,,,0,
14418,44653,752,33.1,40179,18140,132,17.5531914893617
14419,44654,19256,30.2,44866,17755,2777,14.421479019526382
14420,44656,3009,43.5,48457,20644,565,18.77700232635427
14421,44657,10943,41.7,47277,21313,1592,14.548112948917115
14422,44659,168,28.2,36250,17694,17,10.119047619047619
14423,44661,260,29.5,31776,11690,68,26.153846153846153
14424,44662,9461,45.4,44214,22149,1001,10.580276926329141
14425,44663,25049,43,42778,22680,3739,14.926743582578148
14426,44666,3264,38.4,55500,26136,118,3.6151960784313726
14427,44667,14249,37.8,44322,20975,2568,18.022317355603903
14428,44669,1240,51,59559,31617,79,6.370967741935484
14429,44670,315,48.2,55772,24298,44,13.968253968253968
14430,44671,274,54.5,38750,26245,0,0.0
14431,44672,4769,48.3,35817,22059,622,13.042566575802056
14432,44675,2179,51.4,46818,26679,129,5.920146856356126
14433,44676,4807,40.3,54632,21227,551,11.462450592885375
14434,44677,2523,40.2,52014,22477,230,9.116131589377725
14435,44678,28,,,,0,0.0
14436,44680,4285,45.1,48500,23903,454,10.595099183197199
14437,44681,7697,32,48101,19843,388,5.040925035728206
14438,44682,935,38.9,53456,26764,58,6.2032085561497325
14439,44683,8292,39.6,34218,16920,1743,21.02026049204052
14440,44685,28116,41.2,68935,30378,1567,5.573339024043249
14441,44687,161,73.2,,16478,0,0.0
14442,44688,3067,45.3,42839,20615,448,14.607107923051842
14443,44689,525,35.7,34549,18683,7,1.3333333333333333
14444,44690,181,23.7,33618,14738,0,0.0
14445,44691,42807,39.5,45997,24785,5187,12.117177097203728
14446,44693,52,40,18036,13448,32,61.53846153846154
14447,44695,1640,46.9,38500,25309,276,16.829268292682926
14448,44697,181,51.9,61875,34833,10,5.524861878453039
14449,44699,607,52.8,33333,22379,42,6.919275123558484
14450,44702,1014,47.2,14152,16368,405,39.94082840236686
14451,44703,8862,32.3,24739,14930,3321,37.47461069735951
14452,44704,3826,35.5,24266,13106,1523,39.80658651332985
14453,44705,18581,37.3,31549,15824,5813,31.28464560572628
14454,44706,18558,39.6,39471,18808,3842,20.702661924776375
14455,44707,8794,39.4,23343,16288,3018,34.31885376392995
14456,44708,25341,42.8,44731,26042,3702,14.60873682964366
14457,44709,19019,41.2,42849,24673,2424,12.74514958725485
14458,44710,9640,34.5,33140,16338,2642,27.406639004149376
14459,44714,9249,44.2,43781,23904,1287,13.915017839766461
14460,44718,11642,48.2,73935,47371,635,5.454389280192407
14461,44720,39118,43.7,58949,31937,2532,6.472723554373945
14462,44721,13381,40.3,57786,26473,1026,7.6675883715716315
14463,44730,6339,41,51512,22897,777,12.257453857075248
14464,44802,953,43.5,60179,26535,38,3.987408184679958
14465,44804,1097,38.2,60625,29494,80,7.292616226071103
14466,44805,32524,39.1,45644,23367,4289,13.187184848112164
14467,44807,2461,40.8,53750,22277,328,13.32791548151158
14468,44809,171,57.4,58750,28399,0,0.0
14469,44811,12944,38.5,49561,23700,1384,10.69221260815822
14470,44813,7478,41.4,46120,23287,791,10.57769457074084
14471,44814,2800,41.2,63438,24073,245,8.75
14472,44815,568,51.4,37813,19999,92,16.197183098591548
14473,44816,55,69.6,,30107,0,0.0
14474,44817,1587,41.1,55772,24501,188,11.846250787649653
14475,44818,2490,40.4,50417,23078,332,13.333333333333334
14476,44820,17763,45.1,40250,21890,2950,16.607555030118785
14477,44822,3053,39.7,55958,22485,373,12.217490992466427
14478,44824,3673,46.7,51594,27700,159,4.328886468826572
14479,44825,58,23.1,45833,15571,0,0.0
14480,44826,1578,47.3,51442,22344,164,10.392902408111533
14481,44827,7053,40.4,42260,21712,1448,20.530270806748902
14482,44828,23,70.6,,26870,7,30.434782608695652
14483,44830,18665,38.9,40328,19870,3613,19.3570854540584
14484,44833,16997,41.2,38371,18883,3021,17.773724774960286
14485,44836,2752,38.4,49833,20884,386,14.026162790697674
14486,44837,4522,35.5,52364,22076,644,14.241486068111454
14487,44838,165,58.4,39732,21356,14,8.484848484848484
14488,44839,12586,45.8,54200,30147,1474,11.711425393294137
14489,44840,3721,35.9,52000,21014,611,16.42031711905402
14490,44841,724,38.9,58438,25598,0,0.0
14491,44842,5513,41.6,45016,19850,1070,19.408670415381824
14492,44843,2487,38.9,53281,26522,150,6.031363088057901
14493,44844,450,44.8,52321,25189,83,18.444444444444443
14494,44846,3148,45.4,69214,33868,84,2.6683608640406606
14495,44847,3655,39.1,51920,23341,263,7.19562243502052
14496,44849,2386,34.5,51029,21215,435,18.23134953897737
14497,44850,35,69.5,21354,27860,0,0.0
14498,44851,5169,37.9,46919,21065,531,10.272780034822983
14499,44853,1308,41.1,59306,29269,18,1.3761467889908257
14500,44854,1712,42.7,45776,23990,103,6.016355140186916
14501,44855,1351,36.6,52083,22393,177,13.10140636565507
14502,44856,79,55.9,25625,21158,6,7.594936708860759
14503,44857,23499,39.6,45048,22746,3169,13.485680241712414
14504,44859,1161,43.3,45125,19513,286,24.63393626184324
14505,44861,47,33.4,75500,32745,9,19.148936170212767
14506,44864,3195,41.8,48153,20648,204,6.384976525821596
14507,44865,3519,36.8,47778,21967,556,15.799943165672065
14508,44866,2426,37.7,51190,16239,959,39.53009068425391
14509,44867,2294,42.1,59268,27746,156,6.800348735832607
14510,44870,41126,40.7,40944,23915,7253,17.636045324125856
14511,44874,373,30.2,36250,12918,114,30.56300268096515
14512,44875,13700,42,44636,24050,1259,9.18978102189781
14513,44878,3074,34.9,51337,20406,274,8.913467794404685
14514,44880,3118,39.2,43368,17246,349,11.193072482360488
14515,44881,28,54.4,,16504,0,0.0
14516,44882,2916,44.6,56337,28979,106,3.635116598079561
14517,44883,29438,39.8,40847,22109,4028,13.68299476866635
14518,44887,1192,43.6,77361,27978,43,3.6073825503355703
14519,44889,6699,43.9,62926,25599,550,8.210180623973727
14520,44890,11348,37.6,49393,21416,2004,17.659499471272472
14521,44901,2552,30.7,,864,0,0.0
14522,44902,5392,37.7,28955,13845,1637,30.35979228486647
14523,44903,24720,42.4,40825,22322,4816,19.48220064724919
14524,44904,14135,42.2,56010,27645,1237,8.751326494517157
14525,44905,14188,39.5,41196,18405,2081,14.667324499577107
14526,44906,17031,44.9,35317,22243,3329,19.546708942516588
14527,44907,14572,42.6,36924,22868,1950,13.381828163601428
14528,45001,570,37,38571,16042,133,23.333333333333332
14529,45002,13227,36.1,60718,27560,1794,13.563166250850532
14530,45003,645,41.4,49219,23553,43,6.666666666666667
14531,45005,29997,40.5,52016,24292,2955,9.85098509850985
14532,45011,68475,34.4,60757,25664,11251,16.430814165753926
14533,45013,53697,41.4,51452,25062,6492,12.09006089725683
14534,45014,44172,38.8,56054,28561,3418,7.7379335325545595
14535,45015,11893,36.6,39538,19899,2086,17.53972925250147
14536,45030,17854,39.1,61960,27785,1139,6.379522796012098
14537,45032,291,39.9,50833,26943,25,8.59106529209622
14538,45033,389,21.5,44306,18222,45,11.568123393316196
14539,45034,1051,35.5,86510,32053,0,0.0
14540,45036,38476,36.9,68633,27591,2981,7.747686869736979
14541,45039,23034,34.7,81812,37521,1308,5.67856212555353
14542,45040,51469,36.8,88395,39258,1594,3.0970098505896755
14543,45041,0,,,,0,
14544,45042,26623,43.4,48481,25764,3567,13.398189535364159
14545,45044,52064,35.2,46006,22741,9567,18.375460971112478
14546,45050,9080,35.5,66682,28285,691,7.610132158590308
14547,45051,179,83.5,,6709,25,13.966480446927374
14548,45052,4720,44.5,74725,31864,520,11.016949152542374
14549,45053,3075,46.1,77361,31705,216,7.024390243902439
14550,45054,2209,41.1,67721,35873,381,17.247623358985965
14551,45056,27537,21.7,40507,19709,6692,24.301848422122962
14552,45062,658,44.1,38068,19890,73,11.094224924012158
14553,45064,2827,44.2,55170,23848,203,7.180756986204457
14554,45065,5065,35.1,46133,26512,825,16.288252714708786
14555,45066,24517,39.1,95500,38336,738,3.0101562181343557
14556,45067,13886,32.2,58853,23860,1312,9.448365259974075
14557,45068,10760,41,70797,30337,586,5.446096654275093
14558,45069,49559,38.6,84010,37794,2502,5.048528017110918
14559,45070,230,41.3,42500,22657,33,14.347826086956522
14560,45101,2504,42.1,28094,16352,878,35.063897763578275
14561,45102,22586,34.8,56737,24764,1869,8.275037633932525
14562,45103,31906,38.4,56301,27235,3781,11.850435654735787
14563,45106,12486,40.5,47603,21476,1460,11.693096267819959
14564,45107,8768,41.8,48605,22061,1193,13.606295620437956
14565,45111,423,36.6,73077,24600,44,10.401891252955084
14566,45112,52,52.3,26875,11652,9,17.307692307692307
14567,45113,3581,44.9,63714,30571,221,6.171460485897794
14568,45115,60,44.2,16389,20320,11,18.333333333333332
14569,45118,3769,39.5,50441,20824,230,6.102414433536747
14570,45120,2964,41.8,48438,22714,468,15.789473684210526
14571,45121,9280,41.1,37376,20051,1318,14.202586206896552
14572,45122,11388,38.5,52507,22148,1288,11.310151036178434
14573,45123,8680,39.9,33649,17078,1901,21.900921658986174
14574,45130,3904,44.5,58036,21117,241,6.173155737704918
14575,45131,273,46.3,21607,13726,104,38.095238095238095
14576,45132,222,34.8,30833,14799,85,38.288288288288285
14577,45133,22816,42.3,38369,19563,4785,20.972124824684432
14578,45135,4811,35.8,49567,22734,531,11.037206401995427
14579,45140,52417,38.3,82772,38345,3058,5.833985157487075
14580,45142,4530,34,44399,18126,472,10.419426048565121
14581,45144,4736,42.3,35625,18058,980,20.69256756756757
14582,45145,0,,,,0,
14583,45146,1800,40.9,60607,23005,264,14.666666666666666
14584,45147,240,41.4,52473,28124,0,0.0
14585,45148,1448,37.7,52143,18740,156,10.773480662983426
14586,45150,31776,41.6,59718,28036,3117,9.80929003021148
14587,45152,11644,41.3,68166,31111,887,7.617657162487117
14588,45153,1706,40.2,70893,32199,100,5.861664712778429
14589,45154,9573,35.9,41921,21202,1488,15.543716703227828
14590,45155,251,36.5,38125,18600,36,14.342629482071713
14591,45156,119,38.6,23125,17056,48,40.33613445378151
14592,45157,9723,41.3,53576,25681,1626,16.72323356988584
14593,45158,436,30.7,54583,19777,35,8.027522935779816
14594,45159,3598,34.3,41618,17056,782,21.734296831573097
14595,45160,743,43.2,20625,16343,325,43.741588156123825
14596,45162,2496,44.8,54688,31564,323,12.940705128205128
14597,45164,331,28.5,42750,14695,120,36.25377643504532
14598,45166,186,59,52981,16432,0,0.0
14599,45167,3467,47.5,44417,22623,493,14.219786558984714
14600,45168,1642,34.9,51058,25477,100,6.090133982947624
14601,45169,4886,36.9,42683,19410,1072,21.94023741301678
14602,45171,6401,38.9,44461,22211,992,15.49757850335885
14603,45172,133,50.3,50625,27864,27,20.30075187969925
14604,45174,2271,39.9,115357,58026,86,3.7868780273007485
14605,45176,8947,39.6,53693,21970,1252,13.993517380127416
14606,45177,21955,39.6,44059,23719,3418,15.568207697563198
14607,45202,12537,33.1,42546,41205,3700,29.51264257796921
14608,45203,2121,34.3,9475,15831,1154,54.40829797265441
14609,45204,6996,28.2,25377,14402,3244,46.36935391652373
14610,45205,20678,29.8,29097,13380,8737,42.252635651416966
14611,45206,10648,36.7,27453,30652,3695,34.70135236664162
14612,45207,8137,22.6,24198,14617,2487,30.564089959444512
14613,45208,18659,35.1,78316,55266,1574,8.435607481644247
14614,45209,9529,31.4,52428,44181,1007,10.567740581383147
14615,45211,36846,36,40379,22465,7803,21.17733268197362
14616,45212,22032,35,38190,23379,4520,20.515613652868556
14617,45213,12294,38.5,51436,26632,2072,16.85374979664877
14618,45214,8341,30.1,15413,12440,4277,51.27682532070495
14619,45215,30003,39,45021,28685,5594,18.644802186448022
14620,45216,9628,38.6,30413,19310,2521,26.18404653095139
14621,45217,6944,35.8,43152,22044,1197,17.237903225806452
14622,45218,3838,39.7,54813,26859,343,8.936946326211569
14623,45219,17673,21.6,22599,12892,7682,43.467436202116225
14624,45220,14792,28.2,30140,30131,4170,28.19091400757166
14625,45223,12147,31,25070,20430,5146,42.3643698032436
14626,45224,19907,45.7,44235,25241,2960,14.869141508012257
14627,45225,8807,27,15035,10249,4925,55.92142613829908
14628,45226,5651,32.6,65590,49977,529,9.361175013271987
14629,45227,18267,37.5,47450,30261,3116,17.05808288169924
14630,45229,12076,37.4,20618,19332,4890,40.49354090758529
14631,45230,27142,40.5,65611,38647,2382,8.776066612629872
14632,45231,40728,38.5,44057,23141,7167,17.59723040659988
14633,45232,6944,22,12534,10021,4190,60.33986175115207
14634,45233,15674,40.8,74819,33703,969,6.182212581344903
14635,45236,23962,42.4,52276,32196,2240,9.348134546365078
14636,45237,19833,40.7,32299,23800,4769,24.04578228205516
14637,45238,45376,37.2,47251,24315,5933,13.075193935119888
14638,45239,28010,35.7,45447,26222,3681,13.141735094609068
14639,45240,26829,36.7,49152,22680,4362,16.258526221625853
14640,45241,23515,45.3,68212,40849,1453,6.1790346587284715
14641,45242,21971,44.5,76441,48220,991,4.51049110190706
14642,45243,14384,44.9,101497,66374,556,3.8654060066740823
14643,45244,28583,38.4,90023,40258,1744,6.101528880803275
14644,45245,19487,38.7,64413,33126,1418,7.27664596910761
14645,45246,15146,36.3,47114,25804,3456,22.817905717681235
14646,45247,22620,45.1,71388,35779,1121,4.95579133510168
14647,45248,25562,42.4,64074,31599,1506,5.891557781081293
14648,45249,13421,40.7,77346,46691,1449,10.796512927501677
14649,45251,21500,38.1,53806,23812,2049,9.530232558139534
14650,45252,4681,51.3,82976,40915,45,0.9613330484939115
14651,45255,21803,43.1,68016,36086,1447,6.636701371370912
14652,45301,96,64.8,40430,22120,0,0.0
14653,45302,4271,34.8,67344,24208,192,4.495434324514165
14654,45303,1962,42.4,40455,20806,330,16.819571865443425
14655,45304,7673,38.4,52708,23416,909,11.846735305617099
14656,45305,11154,36.8,74160,31660,1333,11.950869643177336
14657,45306,2491,36.5,53090,24706,177,7.105580088317945
14658,45307,311,35.7,31696,14011,57,18.327974276527332
14659,45308,4397,38.6,50186,22207,483,10.984762337957699
14660,45309,12505,45.2,47417,26859,804,6.429428228708517
14661,45310,197,44.7,48750,27740,4,2.030456852791878
14662,45311,6648,46.5,51393,24865,974,14.651022864019254
14663,45312,1410,39.7,57697,22061,135,9.574468085106384
14664,45314,5882,21.4,55000,17230,575,9.775586535192112
14665,45315,3854,47.4,77181,38477,123,3.1914893617021276
14666,45316,179,36.8,36607,16300,26,14.525139664804469
14667,45317,913,45,76953,29393,61,6.681270536692224
14668,45318,5362,41,52975,26100,631,11.767997016038791
14669,45319,345,39.6,42031,27397,32,9.27536231884058
14670,45320,15384,36.9,46282,22962,1912,12.428497139885595
14671,45321,975,40.9,54107,22345,173,17.743589743589745
14672,45322,22118,41.1,49653,24949,1622,7.333393616059318
14673,45323,5261,48.4,50208,29835,488,9.275803079262497
14674,45324,40356,31.1,43020,22763,9016,22.34116364357221
14675,45325,2389,46.2,54630,26975,199,8.32984512348263
14676,45326,1016,44.7,54135,25302,17,1.6732283464566928
14677,45327,9165,42.1,60802,30622,609,6.644844517184943
14678,45328,692,30.4,43750,14939,194,28.034682080924856
14679,45330,742,39.7,48750,18605,81,10.91644204851752
14680,45331,22344,45.7,37069,22624,3290,14.724310776942357
14681,45332,726,25.9,34375,16682,200,27.548209366391184
14682,45333,1174,38.7,68365,25106,36,3.0664395229982966
14683,45334,2231,36.6,57857,23621,205,9.188704616763783
14684,45335,6772,40.1,53413,24745,552,8.151210868281158
14685,45336,168,32.6,49583,18414,32,19.047619047619047
14686,45337,1503,45.8,61895,29360,79,5.2561543579507655
14687,45338,5056,42.6,51176,24825,445,8.801424050632912
14688,45339,1347,48.4,48750,23353,166,12.323682256867112
14689,45340,708,41.4,62917,25105,78,11.016949152542374
14690,45341,3542,42.5,37902,20184,645,18.21005081874647
14691,45342,36006,39.5,51265,28135,4667,12.961728600788758
14692,45344,17238,40.7,48085,22768,1966,11.40503538693584
14693,45345,6120,39.4,43088,20724,597,9.754901960784315
14694,45346,2249,31.8,53929,20463,249,11.071587372165407
14695,45347,4619,41.2,50604,22466,693,15.003247456159341
14696,45348,663,33.5,43710,23493,132,19.90950226244344
14697,45349,478,34.8,55625,19419,14,2.928870292887029
14698,45350,131,35.8,74375,22224,12,9.16030534351145
14699,45351,236,44,52031,24910,13,5.508474576271187
14700,45352,183,49.6,40446,20245,29,15.846994535519126
14701,45353,216,39.8,41917,17772,20,9.25925925925926
14702,45354,584,45.7,43750,25255,10,1.7123287671232876
14703,45356,25504,39.6,38959,21032,5172,20.27917189460477
14704,45358,423,33.8,39886,19068,16,3.7825059101654848
14705,45359,1904,35,46385,21551,214,11.239495798319327
14706,45360,488,33.1,34464,16413,58,11.885245901639344
14707,45361,276,30.4,33889,17210,41,14.855072463768115
14708,45362,1203,39.1,49313,29927,126,10.473815461346634
