,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
9640,30113,6180,44.2,37789,18950,1011,16.359223300970875
9641,30114,50138,37.4,59879,28031,6712,13.387051737205313
9642,30115,38093,35.8,73032,29158,4329,11.364292652193317
9643,30116,22793,34.7,50983,22504,3563,15.631992278331067
9644,30117,34266,31.9,36075,19839,9396,27.42076694099107
9645,30118,2380,19,,2392,0,0.0
9646,30120,37250,35.9,44141,20678,7276,19.532885906040267
9647,30121,21652,35.9,46344,21703,3394,15.67522630703861
9648,30122,23930,32.8,42308,20359,4209,17.5888006686168
9649,30124,2984,38.4,45167,19615,516,17.292225201072387
9650,30125,24840,35.1,38377,16511,6331,25.487117552334944
9651,30126,40243,35.1,67955,33413,6138,15.252342022215043
9652,30127,60016,38,71164,28683,6260,10.430551852839242
9653,30132,33402,35.2,64878,23969,4077,12.205855936770254
9654,30134,43108,34,49386,21496,8103,18.796975039435836
9655,30135,61298,35.9,60035,25697,8245,13.450683545955822
9656,30137,1838,42.5,61667,24923,169,9.194776931447226
9657,30139,4087,40.8,39286,20025,1051,25.71568387570345
9658,30141,21935,35.6,56990,24210,2319,10.572144973786186
9659,30143,21086,45.4,53792,29612,2067,9.802712700369913
9660,30144,51872,32.1,59758,27364,5595,10.78616594694633
9661,30145,8713,37.3,59931,21026,1167,13.393779410076897
9662,30147,5481,37.9,35408,16214,1360,24.81299033023171
9663,30148,413,48.4,40227,24203,71,17.19128329297821
9664,30149,1396,19.9,,3727,4,0.28653295128939826
9665,30152,41689,36.7,74559,35046,3087,7.40483101057833
9666,30153,18382,36.7,44072,19858,3155,17.163529539767165
9667,30157,46413,33.1,59301,22820,5334,11.492469782173098
9668,30161,35367,39.5,39356,21606,7384,20.878219809426867
9669,30164,0,,,,0,
9670,30165,38941,36.4,40105,20172,8424,21.632726432295012
9671,30168,25777,30.2,36172,16531,7270,28.203437172673315
9672,30170,3501,38.1,57759,22920,580,16.566695229934304
9673,30171,3601,37.5,59859,21991,467,12.968619827825604
9674,30173,5556,40.7,47014,21800,646,11.627069834413247
9675,30175,6221,37.5,43474,21421,1172,18.83941488506671
9676,30176,7187,37.4,37688,18245,1675,23.305969110894672
9677,30177,1369,35.9,33866,15101,143,10.445580715850985
9678,30178,3355,39.9,67444,29161,136,4.053651266766021
9679,30179,16505,36.7,47961,20007,2413,14.61981217812784
9680,30180,34137,35.4,60428,26193,3711,10.870902539766236
9681,30182,3259,33.7,38750,17778,428,13.132862841362382
9682,30183,5298,40.3,59091,25167,401,7.568893922234806
9683,30184,7233,38.5,57234,24946,788,10.89451126780036
9684,30185,4084,37.5,50986,21415,391,9.573947110675809
9685,30187,8806,42.3,64328,27458,836,9.493527140585964
9686,30188,54177,35.6,69186,30092,4307,7.949868025176736
9687,30189,36506,38.2,76464,33420,2480,6.7934038240289265
9688,30204,12724,37.2,37286,17013,2099,16.49638478465891
9689,30205,2875,46.2,76016,34729,274,9.530434782608696
9690,30206,2971,36,55684,20650,348,11.71322786940424
9691,30213,28726,32.7,53956,23135,4388,15.27536030077282
9692,30214,29291,44.1,64712,29929,3745,12.785497251715544
9693,30215,32317,42.4,87289,36264,1367,4.229971841445678
9694,30216,2361,31.9,53355,16758,552,23.37992376111817
9695,30217,9432,39,38852,18866,2329,24.692536047497878
9696,30218,2174,42.2,50189,19011,382,17.571297148114077
9697,30220,5036,32.9,48958,22400,1085,21.544876886417793
9698,30222,4581,43.8,33500,20295,703,15.345994324383323
9699,30223,35169,38.5,36401,18256,8674,24.663766385168756
9700,30224,25651,38.1,46894,22280,4243,16.54126544774083
9701,30228,36771,33.5,54757,21314,6864,18.666884229419924
9702,30230,8736,38,37056,17979,2693,30.8264652014652
9703,30233,22588,40.5,49188,21373,2827,12.515494953072428
9704,30234,2065,32.1,59833,18388,338,16.368038740920095
9705,30236,44082,33.9,40107,21374,9823,22.28347171180981
9706,30238,36899,31.1,43569,16682,9791,26.53459443345348
9707,30240,28553,39.3,47700,25025,4551,15.938780513431164
9708,30241,24178,33.2,40653,18471,6411,26.515840847051038
9709,30248,22772,35.8,68759,27140,1647,7.232566309502898
9710,30250,995,30.2,,10088,13,1.306532663316583
9711,30251,2806,31.4,39141,15402,494,17.60513186029936
9712,30252,43451,36.3,71962,26821,2598,5.979148926376839
9713,30253,52256,34,57913,25320,6968,13.33435394978567
9714,30256,2524,36.9,48795,20784,365,14.461172741679873
9715,30257,4540,40.6,51750,24174,697,15.352422907488986
9716,30258,2743,40.8,48375,21078,535,19.504192489974482
9717,30259,3128,43.7,49722,23047,336,10.741687979539641
9718,30260,26660,33.8,42204,17479,4609,17.288072018004502
9719,30263,52604,36.8,47331,23666,9665,18.37312751881986
9720,30265,32344,36.7,73826,30341,2618,8.094236952757853
9721,30268,9736,32.7,47421,22939,1216,12.489728841413312
9722,30269,34879,42.2,87159,38600,2272,6.5139482209925745
9723,30273,13866,35,42620,18884,3463,24.97475840184624
9724,30274,34607,32.3,37920,17135,8328,24.06449562227295
9725,30275,0,,,,0,
9726,30276,14538,34,64867,27089,1462,10.05640390700234
9727,30277,21169,41.2,75578,32468,1096,5.177382020879588
9728,30281,65931,35.6,53818,23543,8386,12.719358116819098
9729,30284,55,51.2,74167,30278,1,1.8181818181818181
9730,30285,544,33.3,47353,21616,120,22.058823529411764
9731,30286,23746,41.6,34446,17467,4997,21.043544175861197
9732,30288,10620,30.9,49693,19098,1997,18.804143126177024
9733,30289,52,57.5,55313,23450,0,0.0
9734,30290,8400,40.8,86627,36658,628,7.476190476190476
9735,30291,21147,31.4,36355,18192,5549,26.240128623445408
9736,30292,6597,31.8,60701,21541,545,8.26133090798848
9737,30293,2503,46.5,37404,18703,517,20.65521374350779
9738,30294,38015,35.2,56577,23748,4540,11.942654215441273
9739,30295,4389,43,40639,21213,643,14.65026201868307
9740,30296,26587,34.2,50810,19877,4645,17.47094444653402
9741,30297,27678,29.9,30598,12244,9693,35.020593973553005
9742,30303,5001,22.8,19000,12180,1284,25.674865026994603
9743,30305,21262,37.7,85993,74976,1823,8.573981751481517
9744,30306,21262,37.6,82566,67959,1541,7.247671902925407
9745,30307,17684,35.2,76591,57430,1722,9.737615923999096
9746,30308,16434,30.2,51584,42155,3503,21.315565291468907
9747,30309,21074,35,71854,66311,2169,10.29230331213818
9748,30310,27775,36.6,22861,14667,10632,38.279027902790276
9749,30311,36074,36.4,27651,17213,12957,35.91783556023729
9750,30312,19644,32.7,39105,30162,5743,29.23538994094889
9751,30313,9489,21.2,39670,15706,1355,14.279692275266097
9752,30314,21045,27.5,23649,12934,5551,26.3768115942029
9753,30315,33248,34.2,20951,14821,13467,40.504692011549565
9754,30316,30700,36.4,44129,26437,6251,20.36156351791531
9755,30317,11787,36.6,50548,30618,2029,17.21387969797234
9756,30318,53622,29.7,39421,25451,16432,30.64413859982843
9757,30319,36947,36.5,87759,63624,3828,10.360787073375375
9758,30322,2364,19.8,,1863,90,3.8071065989847717
9759,30324,26900,33.4,63810,51006,3440,12.788104089219331
9760,30326,5118,34.1,81794,64121,666,13.012895662368113
9761,30327,22735,43.8,139543,95742,1362,5.990763140532219
9762,30328,32447,37.7,73434,51254,2754,8.48768761364687
9763,30329,26211,30.9,43933,30532,6077,23.18492236084087
9764,30331,59107,34.6,41777,22710,12611,21.3358823827973
9765,30332,3200,20,,2007,0,0.0
9766,30334,0,,,,0,
9767,30336,752,29.1,35484,13072,90,11.96808510638298
9768,30337,11388,34.3,28388,19263,3954,34.72075869336143
9769,30338,32737,38.3,82765,47959,2040,6.231481198643737
9770,30339,18904,31.7,63871,53088,1241,6.5647482014388485
9771,30340,31559,30.4,40955,18720,8403,26.626318958141894
9772,30341,30139,33.3,52423,31021,5739,19.04177311788712
9773,30342,31965,33.1,68867,51621,4195,13.123729078679807
9774,30344,32715,35.3,36830,19267,8742,26.721687299403943
9775,30345,24261,33.7,67335,40502,5379,22.171386175343144
9776,30346,5184,32.4,63409,50100,812,15.66358024691358
9777,30349,68941,31.8,43498,21145,12508,18.143049854223175
9778,30350,33451,32.8,51133,44680,4845,14.483871932079758
9779,30354,15983,32.3,28230,16595,6109,38.22186072702246
9780,30360,15476,32.9,48336,26229,3203,20.696562419229775
9781,30363,2845,27.8,56806,41158,687,24.147627416520212
9782,30401,13457,34.5,31228,16013,4313,32.05023407891804
9783,30410,1836,42.8,35991,19449,306,16.666666666666668
9784,30411,5234,35.3,28919,6378,338,6.457776079480321
9785,30412,78,32.7,52500,20323,18,23.076923076923077
9786,30413,1505,47.4,33375,20291,270,17.940199335548172
9787,30415,7641,39.6,46636,20406,1360,17.798717445360555
9788,30417,11009,34.4,36459,18702,3008,27.323099282405305
9789,30420,1291,35.3,31094,14178,401,31.061192873741287
9790,30421,3648,40.4,28902,17780,1003,27.49451754385965
9791,30423,166,45.5,51250,22746,22,13.25301204819277
9792,30425,1433,40.5,45347,26357,352,24.563852058618284
9793,30426,894,45.8,32500,13376,230,25.727069351230426
9794,30427,11550,36.2,46486,18840,1906,16.5021645021645
9795,30428,2238,47.1,30750,18262,521,23.279714030384273
9796,30429,303,40.1,23707,11751,210,69.3069306930693
9797,30434,6009,35.7,26125,13357,1991,33.13363288400732
9798,30436,11600,34.5,28394,15519,3714,32.01724137931034
9799,30438,63,45.7,54063,20943,5,7.936507936507937
9800,30439,11039,37.3,34625,17945,2753,24.93885315698886
9801,30441,1825,41.2,36410,21227,261,14.301369863013699
9802,30442,7305,42,25047,15983,2292,31.37577002053388
9803,30445,3574,33.1,30125,13153,739,20.677112479015108
9804,30446,1722,34.3,41917,21607,518,30.08130081300813
9805,30448,80,21.5,49375,20044,0,0.0
9806,30449,107,42.5,34821,12433,14,13.08411214953271
9807,30450,2259,34.7,31356,16262,836,37.00752545374059
9808,30451,28,52.3,50625,23050,9,32.142857142857146
9809,30452,1479,43.8,36091,17749,194,13.116970926301555
9810,30453,10058,33.8,30570,10467,2242,22.290713859614236
9811,30454,412,50.5,35313,13809,190,46.116504854368934
9812,30455,438,50.8,26875,16013,130,29.680365296803654
9813,30456,2271,39.2,43571,17420,550,24.2184059885513
9814,30457,6333,37.9,34152,18522,1769,27.933049107847783
9815,30458,41829,23.2,27908,16731,16063,38.40158741542949
9816,30460,804,19.5,,1258,0,0.0
9817,30461,13720,34.6,53606,24355,1818,13.25072886297376
9818,30464,94,33.1,21667,9206,28,29.78723404255319
9819,30467,12413,40.2,35620,18658,3113,25.078546684927094
9820,30470,428,46.6,35100,21101,60,14.018691588785046
9821,30471,4893,37.4,30898,15687,1264,25.832822399346004
9822,30473,2801,38.1,36651,18590,653,23.313102463405926
9823,30474,16788,38.3,31946,20741,3956,23.56445079818918
9824,30475,0,,,,0,
9825,30477,3400,35.3,20992,11730,1483,43.61764705882353
9826,30501,27169,30.7,31588,18076,9964,36.67415068644411
9827,30504,22659,30,42034,18721,5603,24.72748135398738
9828,30506,41560,41.5,63038,32116,3829,9.213185755534168
9829,30507,29839,30.5,44527,16108,6198,20.771473574851704
9830,30510,8268,35.7,36926,14998,1440,17.41654571843251
9831,30511,3337,34.6,44504,20020,613,18.369793227449804
9832,30512,19192,52.8,39269,22339,3274,17.05919132972072
9833,30513,11216,48.9,29751,17376,2703,24.09950071326676
9834,30516,1585,39.7,35625,22797,251,15.83596214511041
9835,30517,13374,33.6,67712,31315,1121,8.38193509795125
9836,30518,45866,35.1,63843,27427,7612,16.596171455980464
9837,30519,40881,36.2,70015,26516,2501,6.117756414960495
9838,30520,4681,38.1,29983,15068,1268,27.08822901089511
9839,30521,4148,46.5,29647,18727,829,19.985535197685632
9840,30522,767,61.8,41208,26101,165,21.51238591916558
9841,30523,12436,48.7,43717,24555,1710,13.750402058539724
9842,30525,7501,40.5,32620,21233,1614,21.51713104919344
9843,30527,3975,45,65948,27120,173,4.352201257861635
9844,30528,22817,40.3,36982,20327,4964,21.755708462988125
9845,30529,10412,38.2,38632,19088,2526,24.26046868997311
9846,30530,6947,38.9,43333,18305,1438,20.699582553620267
9847,30531,11445,35.1,35083,17372,3469,30.310179117518565
9848,30533,26185,36.3,41635,20484,4790,18.292915791483672
9849,30534,27968,40.2,53289,26133,4424,15.81807780320366
9850,30535,7353,33.9,41703,17399,1144,15.55827553379573
9851,30536,8042,49.1,42138,25889,1375,17.097736881372793
9852,30537,1580,57.8,46946,28577,191,12.08860759493671
9853,30538,2514,45.1,40625,16839,443,17.621320604614162
9854,30540,17982,40.8,37017,19195,4049,22.516961405850296
9855,30541,1707,47.7,41850,23859,98,5.741066198008202
9856,30542,33420,36.8,67411,26778,3431,10.266307600239378
9857,30543,4108,40.8,50146,19738,603,14.678675754625122
9858,30545,666,54.3,28221,20409,184,27.62762762762763
9859,30546,6580,55.7,36871,23228,1036,15.74468085106383
9860,30547,3517,36.4,39118,19196,470,13.363662212112596
9861,30548,15934,41.6,77143,31040,816,5.121124639136438
9862,30549,22398,36.7,58061,25297,2884,12.876149656219305
9863,30552,1518,54.3,32941,24950,375,24.703557312252965
9864,30553,6911,43.3,38580,21312,1070,15.482564028360585
9865,30554,7771,37.6,49455,22831,1355,17.436623343199074
9866,30555,2030,41.9,26893,17903,569,28.029556650246306
9867,30557,4401,41.4,40982,21218,485,11.020222676664394
9868,30558,5231,40.7,43140,18013,1299,24.83272796788377
9869,30559,3911,50.5,39615,23005,639,16.338532344668884
9870,30560,4478,48,36913,19624,1300,29.030817329164805
9871,30562,685,41.9,20862,14804,226,32.99270072992701
9872,30563,5438,39.3,46646,19560,814,14.968738506803971
9873,30564,3714,40.5,64213,23422,361,9.71997845988153
9874,30565,4088,41.7,44589,21374,717,17.53913894324853
9875,30566,8539,32.1,41559,19842,1372,16.06745520552758
9876,30567,2985,39.1,50293,23005,453,15.175879396984925
9877,30568,2300,48.4,52778,22766,315,13.695652173913043
9878,30571,3951,53.3,55000,32400,268,6.783092887876487
9879,30572,1537,55.3,28013,17404,416,27.065712426805465
9880,30573,98,65.6,122727,47443,9,9.183673469387756
9881,30575,1124,49.1,46797,27132,202,17.97153024911032
9882,30576,2432,48.2,30132,18703,710,29.19407894736842
9883,30577,23003,40.4,37109,18512,4485,19.497456853453897
9884,30581,0,,,,0,
9885,30582,4875,40.7,42511,16810,623,12.77948717948718
9886,30601,21349,26,20884,13402,10077,47.201274064358984
9887,30602,2562,19.4,,2073,61,2.380952380952381
9888,30605,40159,24.4,31319,18570,13052,32.50080928309968
9889,30606,40963,30.1,39623,26512,12659,30.90349827893465
9890,30607,11865,31,44225,18917,4023,33.906447534766116
9891,30609,1659,18.8,,1857,0,0.0
9892,30619,1429,49.9,56000,26896,181,12.666200139958013
9893,30620,12043,33.2,62500,23500,1426,11.840903429378061
9894,30621,4882,41.7,72679,29780,347,7.107742728390004
9895,30622,10222,38,58571,32392,1089,10.653492467227549
9896,30623,182,45.6,34028,16105,42,23.076923076923077
9897,30624,3141,37.9,37802,18083,533,16.96911811524992
9898,30625,2309,45.6,48831,25995,347,15.028150714595062
9899,30627,2080,49.4,34583,20020,415,19.951923076923077
9900,30628,7127,36.9,43868,20791,738,10.354988073523222
9901,30629,4346,44.6,37280,20494,1112,25.58674643350207
9902,30630,2286,44.6,45703,17523,357,15.616797900262467
9903,30631,1859,44.2,25523,13557,572,30.76923076923077
9904,30633,8399,38.8,41074,18751,1604,19.097511608524826
9905,30634,2164,43.4,43108,19460,280,12.939001848428836
9906,30635,15839,41.7,34933,18725,3310,20.897783951007007
9907,30641,2069,37.1,82206,31994,48,2.319961333977767
9908,30642,10792,49.1,45647,32729,2243,20.78391401037806
9909,30643,17064,43.8,35433,20453,4476,26.230661040787624
9910,30646,6735,39.3,42641,19986,1312,19.480326651818856
9911,30648,3371,41.9,48571,18682,678,20.112726194007713
9912,30650,11805,37.4,48392,26757,2016,17.07750952986023
9913,30655,22953,36.5,41929,20091,4557,19.853613906678866
9914,30656,15905,37.6,53828,22741,2000,12.574662055957246
9915,30660,1123,38.3,40781,18695,350,31.166518254674976
9916,30662,8517,35.1,31680,18264,1959,23.001056710109193
9917,30663,3226,45.9,42595,21568,438,13.577185368877867
9918,30664,11,64.3,23750,19000,0,0.0
9919,30665,113,36.9,30417,10103,41,36.283185840707965
9920,30666,9287,37.3,53627,23167,771,8.301927425433401
9921,30667,943,33.3,39315,17656,158,16.755037115588546
9922,30668,1891,48.7,26376,15618,570,30.142781597038603
9923,30669,3464,40.5,30938,15993,945,27.280600461893766
9924,30673,7767,44.7,29414,18206,1826,23.509720612849232
9925,30677,16711,39.2,68969,31054,1577,9.43689785171444
9926,30678,1426,52.5,35536,23354,177,12.41234221598878
9927,30680,39230,33,53266,20995,5959,15.189905684425185
9928,30683,6788,36.8,48077,25356,1059,15.601060695344726
9929,30701,39365,36.2,41923,19336,7293,18.526609932681318
9930,30705,34139,36.5,35548,16363,7707,22.575353701045724
9931,30707,16162,37.7,39763,20289,1965,12.158148743967331
9932,30708,273,47.9,80119,23744,0,0.0
9933,30710,6292,40.2,42331,21005,1305,20.740623013350287
9934,30711,3761,42.2,32834,17450,647,17.202871576708322
9935,30720,28466,37.1,42902,23511,5026,17.656151197920327
9936,30721,51763,31.8,35507,15727,12641,24.42091841662964
9937,30725,3638,48,50576,26226,342,9.400769653655855
9938,30726,0,,,,0,
9939,30728,19519,39.1,38023,19473,3432,17.58286797479379
9940,30730,1689,38.6,36058,15907,374,22.143280047365305
9941,30731,2220,40,36439,18011,459,20.675675675675677
9942,30733,1789,44.5,39500,17488,230,12.856344326439352
9943,30734,3436,42.1,34263,19394,1162,33.81839348079162
9944,30735,5893,35.1,41183,16708,1133,19.22620057695571
9945,30736,41467,38.2,54967,23435,4700,11.334314032845395
9946,30738,3669,46.8,51411,27404,407,11.092940855819025
9947,30739,5674,41.9,62601,23287,184,3.2428621783574196
9948,30740,8816,35.7,58553,26837,1166,13.22595281306715
9949,30741,30809,39.6,34728,18052,6713,21.78908760427148
9950,30742,7220,44.1,35764,20584,1391,19.265927977839336
9951,30746,1245,38.5,49097,18408,202,16.224899598393574
9952,30747,16942,41.5,34497,16654,3448,20.351788454727895
9953,30750,4563,27.5,69797,31348,268,5.873328950252027
9954,30751,74,45.5,48942,17647,0,0.0
9955,30752,9235,40.7,42385,21836,1099,11.90037899296156
9956,30753,7206,34.8,32409,15130,1733,24.049403275048572
9957,30755,9072,38.1,40218,19775,1254,13.822751322751323
9958,30756,217,22.7,53889,10974,105,48.38709677419355
9959,30757,2365,39,31377,15401,992,41.94503171247357
9960,30802,5463,44.8,67049,28762,905,16.565989383122826
9961,30803,655,50.1,24441,16167,103,15.725190839694656
9962,30805,2452,39.4,38547,15933,888,36.215334420880914
9963,30807,92,45.4,38333,19280,18,19.565217391304348
9964,30808,4627,42.1,43435,19632,671,14.501837043440675
9965,30809,41342,38.5,86628,35896,1574,3.807266218373567
9966,30810,2122,42.6,34279,17919,457,21.536286522148917
9967,30812,440,54.9,,8458,147,33.40909090909091
9968,30813,33290,31.4,58601,23259,3851,11.56803844998498
9969,30814,8280,39.2,41747,21447,1667,20.132850241545892
9970,30815,41845,33.5,49979,20534,7940,18.97478790775481
9971,30816,2263,40.1,43025,20797,292,12.903225806451612
9972,30817,7595,45.2,35830,20611,2015,26.53061224489796
9973,30818,524,28.7,40810,14218,16,3.053435114503817
9974,30820,1417,40.8,48750,18188,379,26.746647847565278
9975,30821,938,46.1,22786,13171,225,23.98720682302772
9976,30822,820,31.6,35781,15139,173,21.097560975609756
